date,vessel_type,origin_country,freight_rate_usd_per_tonne,bunker_price_usd_per_tonne_ifo380,port_congestion_index
2025-07-04,Handysize,Indonesia,5.93,395.6,0.285
2025-07-05,Handysize,Indonesia,5.86,384.9,0.283
2025-07-06,Handysize,Indonesia,6.23,414.5,0.309
2025-07-07,Handysize,Indonesia,6.23,394.2,0.211
2025-07-08,Handysize,Indonesia,6.07,388.6,0.407
2025-07-09,Handysize,Indonesia,5.93,366.2,0.243
2025-07-10,Handysize,Indonesia,5.71,382.0,0.257
2025-07-11,Handysize,Indonesia,5.78,392.1,0.3
2025-07-12,Handysize,Indonesia,6.01,389.5,0.021
2025-07-13,Handysize,Indonesia,6.06,405.5,0.351
2025-07-14,Handysize,Indonesia,6.15,410.1,0.038
2025-07-15,Handysize,Indonesia,5.88,408.1,0.142
2025-07-16,Handysize,Indonesia,6.04,388.2,0.157
2025-07-17,Handysize,Indonesia,6.01,389.3,0.487
2025-07-18,Handysize,Indonesia,6.32,405.7,0.54
2025-07-19,Handysize,Indonesia,6.41,364.6,0.25
2025-07-20,Handysize,Indonesia,6.02,377.4,0.569
2025-07-21,Handysize,Indonesia,6.24,408.9,0.479
2025-07-22,Handysize,Indonesia,6.11,406.1,0.373
2025-07-23,Handysize,Indonesia,6.57,396.3,0.02
2025-07-24,Handysize,Indonesia,6.79,409.8,0.465
2025-07-25,Handysize,Indonesia,6.88,384.0,0.489
2025-07-26,Handysize,Indonesia,6.96,377.6,0.18
2025-07-27,Handysize,Indonesia,6.83,406.8,0.389
2025-07-28,Handysize,Indonesia,6.87,404.2,0.344
2025-07-29,Handysize,Indonesia,6.8,386.0,0.0
2025-07-30,Handysize,Indonesia,6.77,406.2,0.442
2025-07-31,Handysize,Indonesia,7.26,395.2,0.515
2025-08-01,Handysize,Indonesia,7.46,394.5,0.332
2025-08-02,Handysize,Indonesia,6.99,431.8,0.322
2025-08-03,Handysize,Indonesia,7.47,413.3,0.426
2025-08-04,Handysize,Indonesia,7.66,403.6,0.274
2025-08-05,Handysize,Indonesia,7.62,406.4,0.346
2025-08-06,Handysize,Indonesia,7.94,406.9,0.411
2025-08-07,Handysize,Indonesia,7.66,396.0,0.256
2025-08-08,Handysize,Indonesia,7.87,400.2,0.381
2025-08-09,Handysize,Indonesia,7.79,420.4,0.437
2025-08-10,Handysize,Indonesia,7.55,409.7,0.37
2025-08-11,Handysize,Indonesia,7.71,422.4,0.18
2025-08-12,Handysize,Indonesia,7.47,418.4,0.299
2025-08-13,Handysize,Indonesia,7.64,407.4,0.0
2025-08-14,Handysize,Indonesia,7.48,386.4,0.304
2025-08-15,Handysize,Indonesia,7.3,429.4,0.278
2025-08-16,Handysize,Indonesia,7.44,431.2,0.223
2025-08-17,Handysize,Indonesia,7.48,389.5,0.255
2025-08-18,Handysize,Indonesia,7.65,397.6,0.292
2025-08-19,Handysize,Indonesia,7.25,395.3,0.424
2025-08-20,Handysize,Indonesia,7.47,404.3,0.302
2025-08-21,Handysize,Indonesia,7.58,399.2,0.179
2025-08-22,Handysize,Indonesia,7.54,413.6,0.497
2025-08-23,Handysize,Indonesia,7.56,397.0,0.477
2025-08-24,Handysize,Indonesia,7.05,403.8,0.318
2025-08-25,Handysize,Indonesia,7.1,412.5,0.096
2025-08-26,Handysize,Indonesia,7.35,393.0,0.128
2025-08-27,Handysize,Indonesia,7.38,407.2,0.156
2025-08-28,Handysize,Indonesia,7.13,404.1,0.42
2025-08-29,Handysize,Indonesia,7.0,437.5,0.208
2025-08-30,Handysize,Indonesia,6.79,415.6,0.296
2025-08-31,Handysize,Indonesia,6.74,432.0,0.083
2025-09-01,Handysize,Indonesia,6.78,411.2,0.183
2025-09-02,Handysize,Indonesia,7.24,408.5,0.292
2025-09-03,Handysize,Indonesia,7.02,380.7,0.208
2025-09-04,Handysize,Indonesia,7.15,408.7,0.126
2025-09-05,Handysize,Indonesia,7.08,421.4,0.532
2025-09-06,Handysize,Indonesia,7.43,391.6,0.183
2025-09-07,Handysize,Indonesia,7.8,396.2,0.276
2025-09-08,Handysize,Indonesia,7.47,421.7,0.222
2025-09-09,Handysize,Indonesia,6.93,404.6,0.32
2025-09-10,Handysize,Indonesia,6.68,392.3,0.602
2025-09-11,Handysize,Indonesia,6.89,386.0,0.186
2025-09-12,Handysize,Indonesia,7.06,375.9,0.415
2025-09-13,Handysize,Indonesia,7.44,380.6,0.318
2025-09-14,Handysize,Indonesia,7.1,417.4,0.427
2025-09-15,Handysize,Indonesia,7.33,394.1,0.543
2025-09-16,Handysize,Indonesia,7.31,393.2,0.244
2025-09-17,Handysize,Indonesia,7.05,415.4,0.393
2025-09-18,Handysize,Indonesia,6.79,392.8,0.155
2025-09-19,Handysize,Indonesia,6.78,407.1,0.432
2025-09-20,Handysize,Indonesia,6.6,357.2,0.711
2025-09-21,Handysize,Indonesia,6.43,394.1,0.0
2025-09-22,Handysize,Indonesia,6.82,405.9,0.202
2025-09-23,Handysize,Indonesia,7.15,409.8,0.232
2025-09-24,Handysize,Indonesia,7.43,407.1,0.191
2025-09-25,Handysize,Indonesia,7.43,370.9,0.126
2025-09-26,Handysize,Indonesia,7.92,416.2,0.0
2025-09-27,Handysize,Indonesia,7.6,425.4,0.0
2025-09-28,Handysize,Indonesia,7.52,421.5,0.245
2025-09-29,Handysize,Indonesia,7.47,410.9,0.189
2025-09-30,Handysize,Indonesia,7.46,398.0,0.075
2025-10-01,Handysize,Indonesia,7.68,391.1,0.32
2025-10-02,Handysize,Indonesia,7.82,410.1,0.382
2025-10-03,Handysize,Indonesia,8.17,423.9,0.0
2025-10-04,Handysize,Indonesia,8.34,416.4,0.256
2025-10-05,Handysize,Indonesia,8.82,396.5,0.407
2025-10-06,Handysize,Indonesia,8.93,407.3,0.303
2025-10-07,Handysize,Indonesia,9.14,427.7,0.496
2025-10-08,Handysize,Indonesia,8.75,390.5,0.519
2025-10-09,Handysize,Indonesia,9.0,398.7,0.0
2025-10-10,Handysize,Indonesia,8.64,401.1,0.0
2025-10-11,Handysize,Indonesia,8.64,397.3,0.26
2025-10-12,Handysize,Indonesia,8.58,421.3,0.29
2025-10-13,Handysize,Indonesia,8.72,403.8,0.126
2025-10-14,Handysize,Indonesia,9.17,416.4,0.234
2025-10-15,Handysize,Indonesia,9.02,434.6,0.337
2025-10-16,Handysize,Indonesia,8.85,415.0,0.172
2025-10-17,Handysize,Indonesia,8.86,420.9,0.457
2025-10-18,Handysize,Indonesia,9.25,411.3,0.138
2025-10-19,Handysize,Indonesia,9.35,409.1,0.285
2025-10-20,Handysize,Indonesia,9.37,430.7,0.422
2025-10-21,Handysize,Indonesia,9.21,398.5,0.284
2025-10-22,Handysize,Indonesia,9.38,426.0,0.136
2025-10-23,Handysize,Indonesia,9.0,401.4,0.535
2025-10-24,Handysize,Indonesia,9.13,415.0,0.498
2025-10-25,Handysize,Indonesia,8.58,412.0,0.47
2025-10-26,Handysize,Indonesia,8.45,394.5,0.334
2025-10-27,Handysize,Indonesia,7.98,394.5,0.448
2025-10-28,Handysize,Indonesia,7.81,432.5,0.491
2025-10-29,Handysize,Indonesia,7.68,437.6,0.241
2025-10-30,Handysize,Indonesia,7.61,425.7,0.266
2025-10-31,Handysize,Indonesia,7.57,409.5,0.133
2025-11-01,Handysize,Indonesia,7.11,414.7,0.495
2025-11-02,Handysize,Indonesia,7.47,427.0,0.167
2025-11-03,Handysize,Indonesia,7.12,404.0,0.0
2025-11-04,Handysize,Indonesia,7.0,416.4,0.304
2025-11-05,Handysize,Indonesia,6.73,424.1,0.31
2025-11-06,Handysize,Indonesia,6.54,427.1,0.41
2025-11-07,Handysize,Indonesia,6.54,425.0,0.371
2025-11-08,Handysize,Indonesia,6.16,442.3,0.273
2025-11-09,Handysize,Indonesia,5.99,396.8,0.559
2025-11-10,Handysize,Indonesia,5.79,423.4,0.333
2025-11-11,Handysize,Indonesia,5.59,447.1,0.319
2025-11-12,Handysize,Indonesia,6.01,426.3,0.247
2025-11-13,Handysize,Indonesia,5.87,413.8,0.0
2025-11-14,Handysize,Indonesia,6.2,431.5,0.602
2025-11-15,Handysize,Indonesia,6.71,421.5,0.183
2025-11-16,Handysize,Indonesia,6.54,433.7,0.352
2025-11-17,Handysize,Indonesia,6.77,419.2,0.179
2025-11-18,Handysize,Indonesia,7.2,428.5,0.24
2025-11-19,Handysize,Indonesia,6.88,442.6,0.214
2025-11-20,Handysize,Indonesia,6.76,433.6,0.308
2025-11-21,Handysize,Indonesia,6.99,420.0,0.107
2025-11-22,Handysize,Indonesia,6.8,429.5,0.125
2025-11-23,Handysize,Indonesia,6.56,390.6,0.578
2025-11-24,Handysize,Indonesia,6.68,425.0,0.197
2025-11-25,Handysize,Indonesia,6.87,440.1,0.264
2025-11-26,Handysize,Indonesia,6.57,426.7,0.0
2025-11-27,Handysize,Indonesia,6.87,440.0,0.216
2025-11-28,Handysize,Indonesia,6.55,414.7,0.331
2025-11-29,Handysize,Indonesia,6.66,448.1,0.363
2025-11-30,Handysize,Indonesia,7.05,429.6,0.009
2025-12-01,Handysize,Indonesia,7.71,415.6,0.204
2025-12-02,Handysize,Indonesia,7.93,418.0,0.309
2025-12-03,Handysize,Indonesia,8.14,434.5,0.214
2025-12-04,Handysize,Indonesia,8.22,422.6,0.367
2025-12-05,Handysize,Indonesia,8.09,446.4,0.397
2025-12-06,Handysize,Indonesia,7.66,433.3,0.335
2025-12-07,Handysize,Indonesia,7.89,436.4,0.321
2025-12-08,Handysize,Indonesia,7.8,406.7,0.185
2025-12-09,Handysize,Indonesia,7.88,438.5,0.375
2025-12-10,Handysize,Indonesia,8.04,423.5,0.175
2025-12-11,Handysize,Indonesia,8.38,454.3,0.09
2025-12-12,Handysize,Indonesia,8.41,405.5,0.675
2025-12-13,Handysize,Indonesia,8.29,435.4,0.536
2025-12-14,Handysize,Indonesia,8.12,404.6,0.435
2025-12-15,Handysize,Indonesia,8.17,443.5,0.319
2025-12-16,Handysize,Indonesia,8.23,409.5,0.184
2025-12-17,Handysize,Indonesia,8.18,402.7,0.234
2025-12-18,Handysize,Indonesia,8.11,464.2,0.222
2025-12-19,Handysize,Indonesia,8.0,425.5,0.449
2025-12-20,Handysize,Indonesia,8.0,415.9,0.313
2025-12-21,Handysize,Indonesia,8.12,430.3,0.738
2025-12-22,Handysize,Indonesia,8.03,434.1,0.667
2025-12-23,Handysize,Indonesia,7.89,427.4,0.271
2025-12-24,Handysize,Indonesia,7.97,417.1,0.155
2025-12-25,Handysize,Indonesia,8.11,434.8,0.444
2025-12-26,Handysize,Indonesia,8.21,438.7,0.438
2025-12-27,Handysize,Indonesia,8.02,429.7,0.301
2025-12-28,Handysize,Indonesia,8.06,431.4,0.346
2025-12-29,Handysize,Indonesia,8.31,422.5,0.336
2025-12-30,Handysize,Indonesia,8.23,417.1,0.595
2023-01-01,Handysize,Mozambique,13.78,456.9,0.464
2023-01-02,Handysize,Mozambique,13.87,440.8,0.477
2023-01-03,Handysize,Mozambique,13.45,449.1,0.127
2023-01-04,Handysize,Mozambique,13.56,414.2,0.14
2023-01-05,Handysize,Mozambique,13.17,432.4,0.509
2023-01-06,Handysize,Mozambique,13.14,433.5,0.465
2023-01-07,Handysize,Mozambique,13.46,438.1,0.489
2023-01-08,Handysize,Mozambique,13.72,480.0,0.428
2023-01-09,Handysize,Mozambique,13.42,464.7,0.392
2023-01-10,Handysize,Mozambique,13.28,466.0,0.275
2023-01-11,Handysize,Mozambique,13.53,441.2,0.68
2023-01-12,Handysize,Mozambique,13.43,455.5,0.502
2023-01-13,Handysize,Mozambique,13.23,448.2,0.219
2023-01-14,Handysize,Mozambique,13.14,464.0,0.336
2023-01-15,Handysize,Mozambique,13.04,460.6,0.396
2023-01-16,Handysize,Mozambique,12.94,472.8,0.289
2023-01-17,Handysize,Mozambique,12.66,472.1,0.339
2023-01-18,Handysize,Mozambique,12.84,444.9,0.24
2023-01-19,Handysize,Mozambique,12.41,472.4,0.409
2023-01-20,Handysize,Mozambique,12.59,452.7,0.469
2023-01-21,Handysize,Mozambique,12.77,456.9,0.37
2023-01-22,Handysize,Mozambique,12.86,462.3,0.372
2023-01-23,Handysize,Mozambique,13.33,455.9,0.432
2023-01-24,Handysize,Mozambique,13.07,450.3,0.456
2023-01-25,Handysize,Mozambique,13.2,448.8,0.449
2023-01-26,Handysize,Mozambique,12.91,444.3,0.616
2023-01-27,Handysize,Mozambique,13.24,446.2,0.351
2023-01-28,Handysize,Mozambique,13.3,445.8,0.571
2023-01-29,Handysize,Mozambique,13.13,464.1,0.446
2023-01-30,Handysize,Mozambique,13.21,472.9,0.266
2023-01-31,Handysize,Mozambique,13.22,441.6,0.153
2023-02-01,Handysize,Mozambique,13.26,444.2,0.24
2023-02-02,Handysize,Mozambique,12.98,470.2,0.031
2023-02-03,Handysize,Mozambique,13.15,476.0,0.636
2023-02-04,Handysize,Mozambique,12.91,473.4,0.292
2023-02-05,Handysize,Mozambique,13.46,463.5,0.545
2023-02-06,Handysize,Mozambique,13.62,434.0,0.353
2023-02-07,Handysize,Mozambique,13.96,449.3,0.332
2023-02-08,Handysize,Mozambique,13.73,468.6,0.606
2023-02-09,Handysize,Mozambique,14.04,459.0,0.308
2023-02-10,Handysize,Mozambique,14.22,479.1,0.142
2023-02-11,Handysize,Mozambique,14.29,464.4,0.547
2023-02-12,Handysize,Mozambique,14.34,455.4,0.675
2023-02-13,Handysize,Mozambique,14.24,483.6,0.405
2023-02-14,Handysize,Mozambique,14.03,466.2,0.529
2023-02-15,Handysize,Mozambique,13.85,482.2,0.469
2023-02-16,Handysize,Mozambique,13.43,458.8,0.511
2023-02-17,Handysize,Mozambique,13.39,434.0,0.677
2023-02-18,Handysize,Mozambique,13.54,454.5,0.67
2023-02-19,Handysize,Mozambique,13.53,474.7,0.304
2023-02-20,Handysize,Mozambique,14.06,463.2,0.608
2023-02-21,Handysize,Mozambique,14.34,461.8,0.655
2023-02-22,Handysize,Mozambique,14.34,455.0,0.164
2023-02-23,Handysize,Mozambique,14.72,489.4,0.563
2023-02-24,Handysize,Mozambique,14.95,454.4,0.375
2023-02-25,Handysize,Mozambique,14.82,467.1,0.67
2023-02-26,Handysize,Mozambique,14.83,439.5,0.577
2023-02-27,Handysize,Mozambique,15.14,468.3,0.709
2023-02-28,Handysize,Mozambique,15.27,453.9,0.45
2023-03-01,Handysize,Mozambique,14.92,454.0,0.363
2023-03-02,Handysize,Mozambique,14.74,470.5,0.527
2023-03-03,Handysize,Mozambique,14.58,469.8,0.452
2023-03-04,Handysize,Mozambique,14.44,480.4,0.6
2023-03-05,Handysize,Mozambique,14.01,486.5,0.537
2023-03-06,Handysize,Mozambique,14.08,470.3,0.426
2023-03-07,Handysize,Mozambique,14.4,476.1,0.25
2023-03-08,Handysize,Mozambique,14.74,466.6,0.34
2023-03-09,Handysize,Mozambique,15.2,454.9,0.439
2023-03-10,Handysize,Mozambique,15.27,464.9,0.456
2023-03-11,Handysize,Mozambique,15.0,467.2,0.613
2023-03-12,Handysize,Mozambique,15.23,460.8,0.237
2023-03-13,Handysize,Mozambique,15.38,482.0,0.548
2023-03-14,Handysize,Mozambique,14.96,480.2,0.369
2023-03-15,Handysize,Mozambique,15.11,481.2,0.607
2023-03-16,Handysize,Mozambique,15.38,474.7,0.627
2023-03-17,Handysize,Mozambique,15.43,451.3,0.516
2023-03-18,Handysize,Mozambique,15.37,469.9,0.472
2023-03-19,Handysize,Mozambique,15.63,475.9,0.684
2023-03-20,Handysize,Mozambique,15.47,478.3,0.496
2023-03-21,Handysize,Mozambique,15.8,474.0,0.797
2023-03-22,Handysize,Mozambique,15.77,471.9,0.633
2023-03-23,Handysize,Mozambique,15.39,471.3,0.595
2023-03-24,Handysize,Mozambique,15.37,486.7,0.503
2023-03-25,Handysize,Mozambique,14.84,484.2,0.426
2023-03-26,Handysize,Mozambique,15.15,478.8,0.56
2023-03-27,Handysize,Mozambique,14.88,454.1,0.449
2023-03-28,Handysize,Mozambique,14.82,470.7,0.663
2023-03-29,Handysize,Mozambique,14.57,460.1,0.62
2023-03-30,Handysize,Mozambique,14.33,467.3,0.217
2023-03-31,Handysize,Mozambique,14.56,477.5,0.603
2023-04-01,Handysize,Mozambique,14.57,474.3,0.403
2023-04-02,Handysize,Mozambique,14.77,476.1,0.35
2023-04-03,Handysize,Mozambique,14.48,448.6,0.761
2023-04-04,Handysize,Mozambique,14.45,490.8,0.688
2023-04-05,Handysize,Mozambique,14.39,505.7,0.557
2023-04-06,Handysize,Mozambique,14.01,477.9,0.535
2023-04-07,Handysize,Mozambique,14.0,474.3,0.796
2023-04-08,Handysize,Mozambique,13.7,481.5,0.675
2023-04-09,Handysize,Mozambique,13.4,476.8,0.476
2023-04-10,Handysize,Mozambique,13.77,479.5,0.599
2023-04-11,Handysize,Mozambique,14.16,501.7,0.537
2023-04-12,Handysize,Mozambique,14.43,487.9,0.625
2023-04-13,Handysize,Mozambique,14.4,491.0,0.292
2023-04-14,Handysize,Mozambique,14.31,500.8,0.45
2023-04-15,Handysize,Mozambique,14.27,478.5,0.569
2023-04-16,Handysize,Mozambique,14.09,492.3,0.621
2023-04-17,Handysize,Mozambique,13.98,507.5,0.633
2023-04-18,Handysize,Mozambique,13.64,496.7,0.565
2023-04-19,Handysize,Mozambique,13.08,483.6,0.325
2023-04-20,Handysize,Mozambique,13.25,466.1,0.814
2023-04-21,Handysize,Mozambique,13.12,467.6,0.847
2023-04-22,Handysize,Mozambique,13.54,470.1,0.4
2023-04-23,Handysize,Mozambique,13.29,475.9,0.693
2023-04-24,Handysize,Mozambique,13.86,468.2,0.43
2023-04-25,Handysize,Mozambique,13.95,493.6,0.648
2023-04-26,Handysize,Mozambique,14.12,488.3,0.454
2023-04-27,Handysize,Mozambique,14.57,493.0,0.44
2023-04-28,Handysize,Mozambique,14.84,503.6,0.61
2023-04-29,Handysize,Mozambique,14.41,480.4,0.468
2023-04-30,Handysize,Mozambique,14.65,485.3,0.453
2023-05-01,Handysize,Mozambique,14.47,461.8,0.543
2023-05-02,Handysize,Mozambique,14.19,473.4,0.389
2023-05-03,Handysize,Mozambique,13.76,475.2,0.696
2023-05-04,Handysize,Mozambique,13.89,487.3,0.473
2023-05-05,Handysize,Mozambique,14.43,495.7,0.547
2023-05-06,Handysize,Mozambique,14.3,507.8,0.367
2023-05-07,Handysize,Mozambique,14.33,487.9,0.352
2023-05-08,Handysize,Mozambique,13.97,491.3,0.682
2023-05-09,Handysize,Mozambique,13.87,506.7,0.247
2023-05-10,Handysize,Mozambique,14.02,469.4,0.613
2023-05-11,Handysize,Mozambique,14.25,494.3,0.789
2023-05-12,Handysize,Mozambique,14.3,472.1,0.664
2023-05-13,Handysize,Mozambique,14.13,489.0,0.669
2023-05-14,Handysize,Mozambique,13.92,497.1,0.427
2023-05-15,Handysize,Mozambique,13.58,499.7,0.571
2023-05-16,Handysize,Mozambique,13.44,470.8,0.632
2023-05-17,Handysize,Mozambique,13.04,489.1,0.483
2023-05-18,Handysize,Mozambique,13.24,483.8,0.683
2023-05-19,Handysize,Mozambique,13.04,486.8,0.349
2023-05-20,Handysize,Mozambique,13.31,513.0,0.531
2023-05-21,Handysize,Mozambique,13.24,490.0,0.576
2023-05-22,Handysize,Mozambique,13.22,479.7,0.606
2023-05-23,Handysize,Mozambique,13.37,498.3,0.401
2023-05-24,Handysize,Mozambique,13.49,506.0,0.384
2023-05-25,Handysize,Mozambique,13.52,461.0,0.368
2023-05-26,Handysize,Mozambique,13.49,498.2,0.578
2023-05-27,Handysize,Mozambique,13.99,494.7,0.545
2023-05-28,Handysize,Mozambique,14.38,511.5,0.518
2023-05-29,Handysize,Mozambique,14.14,502.8,0.536
2023-05-30,Handysize,Mozambique,14.26,491.9,0.54
2023-05-31,Handysize,Mozambique,14.28,481.7,0.458
2023-06-01,Handysize,Mozambique,14.13,484.2,0.568
2023-06-02,Handysize,Mozambique,13.99,485.0,0.578
2023-06-03,Handysize,Mozambique,13.92,490.5,0.694
2023-06-04,Handysize,Mozambique,13.85,494.7,0.418
2023-06-05,Handysize,Mozambique,14.18,475.8,0.851
2023-06-06,Handysize,Mozambique,14.48,472.2,0.857
2023-06-07,Handysize,Mozambique,14.21,482.2,0.686
2023-06-08,Handysize,Mozambique,14.5,492.1,0.517
2023-06-09,Handysize,Mozambique,15.08,489.2,0.669
2023-06-10,Handysize,Mozambique,14.86,500.5,0.662
2023-06-11,Handysize,Mozambique,15.28,481.5,0.41
2023-06-12,Handysize,Mozambique,15.12,472.5,0.471
2023-06-13,Handysize,Mozambique,15.12,522.7,0.669
2023-06-14,Handysize,Mozambique,14.53,488.6,0.5
2023-06-15,Handysize,Mozambique,14.55,510.3,0.589
2023-06-16,Handysize,Mozambique,14.7,493.5,0.671
2023-06-17,Handysize,Mozambique,15.21,520.4,0.472
2023-06-18,Handysize,Mozambique,14.99,509.7,0.57
2023-06-19,Handysize,Mozambique,14.45,479.1,0.754
2023-06-20,Handysize,Mozambique,15.1,479.8,0.569
2023-06-21,Handysize,Mozambique,14.73,476.1,0.431
2023-06-22,Handysize,Mozambique,14.38,512.1,0.688
2023-06-23,Handysize,Mozambique,14.45,494.6,0.585
2023-06-24,Handysize,Mozambique,14.0,502.7,0.564
2023-06-25,Handysize,Mozambique,13.96,485.1,0.568
2023-06-26,Handysize,Mozambique,13.87,497.7,0.687
2023-06-27,Handysize,Mozambique,13.87,506.8,0.306
2023-06-28,Handysize,Mozambique,14.1,516.9,0.481
2023-06-29,Handysize,Mozambique,13.83,485.2,0.533
2023-06-30,Handysize,Mozambique,13.85,470.0,0.488
2023-07-01,Handysize,Mozambique,14.04,500.4,0.634
2023-07-02,Handysize,Mozambique,13.94,509.8,0.359
2023-07-03,Handysize,Mozambique,13.8,509.4,0.619
2023-07-04,Handysize,Mozambique,14.19,490.1,0.745
2023-07-05,Handysize,Mozambique,14.15,479.6,0.357
2023-07-06,Handysize,Mozambique,14.23,502.8,0.573
2023-07-07,Handysize,Mozambique,14.08,492.0,0.35
2023-07-08,Handysize,Mozambique,14.48,506.6,0.441
2023-07-09,Handysize,Mozambique,13.88,501.0,0.412
2023-07-10,Handysize,Mozambique,13.7,504.0,0.787
2023-07-11,Handysize,Mozambique,13.81,526.2,0.495
2023-07-12,Handysize,Mozambique,13.59,485.3,0.227
2023-07-13,Handysize,Mozambique,13.53,490.5,0.473
2023-07-14,Handysize,Mozambique,13.78,477.0,0.541
2023-07-15,Handysize,Mozambique,13.71,529.7,0.549
2023-07-16,Handysize,Mozambique,13.2,512.9,0.745
2023-07-17,Handysize,Mozambique,12.08,522.9,0.404
2023-07-18,Handysize,Mozambique,11.89,485.7,0.533
2023-07-19,Handysize,Mozambique,12.21,502.5,0.548
2023-07-20,Handysize,Mozambique,12.37,514.4,0.415
2023-07-21,Handysize,Mozambique,12.25,508.1,0.494
2023-07-22,Handysize,Mozambique,12.16,501.8,0.612
2023-07-23,Handysize,Mozambique,12.25,507.7,0.553
2023-07-24,Handysize,Mozambique,11.93,495.4,0.485
2023-07-25,Handysize,Mozambique,12.06,488.4,0.669
2023-07-26,Handysize,Mozambique,12.44,533.3,0.251
2023-07-27,Handysize,Mozambique,12.36,537.7,0.315
2023-07-28,Handysize,Mozambique,12.48,516.9,0.602
2023-07-29,Handysize,Mozambique,12.6,505.3,0.708
2023-07-30,Handysize,Mozambique,12.74,470.2,0.332
2023-07-31,Handysize,Mozambique,12.99,505.6,0.148
2023-08-01,Handysize,Mozambique,12.86,528.1,0.707
2023-08-02,Handysize,Mozambique,12.79,520.1,0.519
2023-08-03,Handysize,Mozambique,13.07,489.4,0.286
2023-08-04,Handysize,Mozambique,12.57,508.8,0.358
2023-08-05,Handysize,Mozambique,12.73,494.4,0.63
2023-08-06,Handysize,Mozambique,12.55,500.5,0.535
2023-08-07,Handysize,Mozambique,12.34,514.3,0.605
2023-08-08,Handysize,Mozambique,12.23,505.4,0.487
2023-08-09,Handysize,Mozambique,11.81,543.5,0.502
2023-08-10,Handysize,Mozambique,11.91,490.2,0.263
2023-08-11,Handysize,Mozambique,11.89,503.9,0.852
2023-08-12,Handysize,Mozambique,12.29,519.4,0.3
2023-08-13,Handysize,Mozambique,12.72,508.5,0.566
2023-08-14,Handysize,Mozambique,12.52,510.6,0.681
2023-08-15,Handysize,Mozambique,12.51,490.6,0.735
2023-08-16,Handysize,Mozambique,12.29,497.8,0.614
2023-08-17,Handysize,Mozambique,12.71,503.7,0.235
2023-08-18,Handysize,Mozambique,12.91,512.4,0.576
2023-08-19,Handysize,Mozambique,13.3,501.0,0.585
2023-08-20,Handysize,Mozambique,13.3,498.3,0.444
2023-08-21,Handysize,Mozambique,13.05,508.1,0.519
2023-08-22,Handysize,Mozambique,13.09,537.3,0.383
2023-08-23,Handysize,Mozambique,13.45,508.8,0.422
2023-08-24,Handysize,Mozambique,13.11,523.6,0.627
2023-08-25,Handysize,Mozambique,13.33,521.3,0.299
2023-08-26,Handysize,Mozambique,13.48,514.8,0.61
2023-08-27,Handysize,Mozambique,13.1,541.0,0.364
2023-08-28,Handysize,Mozambique,13.33,519.0,0.516
2023-08-29,Handysize,Mozambique,12.96,509.8,0.617
2023-08-30,Handysize,Mozambique,13.22,523.9,0.346
2023-08-31,Handysize,Mozambique,13.54,512.1,0.367
2023-09-01,Handysize,Mozambique,13.19,495.7,0.486
2023-09-02,Handysize,Mozambique,13.39,511.2,0.54
2023-09-03,Handysize,Mozambique,13.22,496.7,0.341
2023-09-04,Handysize,Mozambique,13.36,499.4,0.534
2023-09-05,Handysize,Mozambique,13.52,524.2,0.518
2023-09-06,Handysize,Mozambique,13.55,496.7,0.17
2023-09-07,Handysize,Mozambique,13.06,528.9,0.235
2023-09-08,Handysize,Mozambique,12.99,517.7,0.545
2023-09-09,Handysize,Mozambique,12.98,502.6,0.653
2023-09-10,Handysize,Mozambique,12.78,522.1,0.616
2023-09-11,Handysize,Mozambique,12.89,547.7,0.355
2023-09-12,Handysize,Mozambique,13.23,516.4,0.588
2023-09-13,Handysize,Mozambique,13.49,487.1,0.054
2023-09-14,Handysize,Mozambique,13.27,503.0,0.498
2023-09-15,Handysize,Mozambique,13.06,539.5,0.322
2023-09-16,Handysize,Mozambique,12.84,479.4,0.404
2023-09-17,Handysize,Mozambique,12.39,528.9,0.476
2023-09-18,Handysize,Mozambique,12.48,540.7,0.407
2023-09-19,Handysize,Mozambique,12.25,504.9,0.404
2023-09-20,Handysize,Mozambique,12.37,520.2,0.475
2023-09-21,Handysize,Mozambique,12.62,486.6,0.493
2023-09-22,Handysize,Mozambique,12.3,527.0,0.379
2023-09-23,Handysize,Mozambique,12.75,513.9,0.59
2023-09-24,Handysize,Mozambique,12.94,518.5,0.339
2023-09-25,Handysize,Mozambique,13.42,511.3,0.659
2023-09-26,Handysize,Mozambique,13.16,500.8,0.556
2023-09-27,Handysize,Mozambique,12.91,497.2,0.363
2023-09-28,Handysize,Mozambique,12.76,523.6,0.46
2023-09-29,Handysize,Mozambique,12.61,513.7,0.262
2023-09-30,Handysize,Mozambique,12.66,531.3,0.699
2023-10-01,Handysize,Mozambique,12.34,521.8,0.247
2023-10-02,Handysize,Mozambique,12.64,504.0,0.121
2023-10-03,Handysize,Mozambique,12.28,524.2,0.503
2023-10-04,Handysize,Mozambique,11.78,531.1,0.481
2023-10-05,Handysize,Mozambique,11.79,505.6,0.401
2023-10-06,Handysize,Mozambique,12.07,517.3,0.298
2023-10-07,Handysize,Mozambique,12.53,498.6,0.419
2023-10-08,Handysize,Mozambique,12.63,520.4,0.338
2023-10-09,Handysize,Mozambique,12.7,531.9,0.422
2023-10-10,Handysize,Mozambique,12.82,505.2,0.277
2023-10-11,Handysize,Mozambique,12.64,528.2,0.248
